grp3betas,grp3cols
-1575.7945665981497,race_black_1.0
-1520.149683247339,race_detailed_1_8.0
-1077.4586212204176,cognitive_difficulty_2.0
825.2562273751124,race_detailed_1_7.0
365.6741612134662,race_detailed_1_3.0
-221.37825666724729,race_asian_1.0
5.357195769858393,race_detailed_1_5.0
